,anime_id,name,genre,type,episodes,rating,members
3019,2630,Doraemon Meets Hattori The Ninja,"Comedy, Kids, Sci-Fi, Shounen",Special,1,7.1,729
3020,116,El Hazard The Wanderers,"Adventure, Comedy, Fantasy, Romance",TV,26,7.1,9289
3035,10824,Ranma  Doco Music Video,"Comedy, Martial Arts, Music, Slice of Life",OVA,1,7.1,1775
3034,6749,Prince Of Tennis The Band Of Princes Film Kick The Future,"Action, Music",Music,1,7.1,3826
11206,10106,Sweet Home H Na Oneesan Wa Suki Desu Ka,"Harem, Hentai",OVA,3,7.1,4175
11204,21925,Chichiiro Toiki,Hentai,OVA,2,7.1,4124
11202,18693,Tenioha Onnanoko Datte Honto Wa Ecchi Da Yo,Hentai,OVA,2,7.1,3727
8278,24881,Bunbuku Chagama,Kids,Movie,1,7.1,88
9628,12391,Mouretsu Atarou 1990,"Comedy, Kids, Slice of Life",TV,34,7.1,103
10108,5997,Sabu To Ichi Torimono Hikae,"Action, Adventure, Drama, Historical, Martial Arts, Police, Samurai, Shounen, Slice of Life",TV,52,7.1,494
11205,23479,Itadaki Seieki Special,Hentai,Special,1,7.1,2815
3014,596,Chobits Chibits,"Comedy, Romance",Special,1,7.1,35513
3015,1953,Code Geass Hangyaku No Lelouch Picture Drama,"Comedy, School, Slice of Life",Special,9,7.1,33004
3016,930,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",TV,39,7.1,5517
3026,1184,Lost Universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,7.1,9293
3021,18001,Freezing Vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12,7.1,79298
8942,3164,Ichigo Ichie Koibana Tomobana,Comedy,TV,13,7.1,260
3024,33740,Katekyo Hitman Reborn X Ldlive Special,"Shounen, Super Power",Special,1,7.1,4371
3041,4415,World Destruction Sekai Bokumetsu No Rokunin,"Adventure, Fantasy",TV,13,7.1,34732
3025,11355,Kono Danshi Uchuujin To Tatakaemasu,"Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1,7.1,12732
3037,342,Starship Operators,"Drama, Military, Sci-Fi, Space",TV,13,7.1,9704
3027,3484,Maison Ikkoku Prelude  Meguru Haru No Sakura No You Ni,"Comedy, Drama, Romance",Special,1,7.1,1672
3039,5895,Tistou Midori No Oyayubi,"Historical, Magic",Movie,1,7.1,332
3038,174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.1,103449
3040,1128,Ufo Princess Valkyrie 2 Juunigatsu No Yasoukyoku,"Comedy, Romance, Sci-Fi",TV,12,7.1,6249
3088,28257,Youkai Watch Movie 2 Enma Daiou To Itsutsu No Monogatari Da Nyan,"Comedy, Kids, Supernatural",Movie,1,7.1,560
3031,525,Otogizoushi,"Adventure, Drama, Fantasy, Historical",TV,26,7.1,10591
11193,33231,Fella Hame Lips,Hentai,OVA,Unknown,7.1,1663
3033,4026,Pokemon Diamond Amp Pearl Giratina To Sora No Hanataba Sheimi,"Action, Adventure, Fantasy, Kids",Movie,1,7.1,32654
3032,1122,Pokemon Advanced Generation Rekkuu No Houmonsha Deoxys,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,7.1,45203
3013,5342,Asura Cryin,"Action, Mecha, Supernatural",TV,13,7.1,68608
3030,1869,Nana Recaps,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Special,3,7.1,11447
3029,8234,Muumin,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.1,2090
3028,3313,Montana Jones,"Adventure, Comedy",TV,52,7.1,784
3023,2389,Kagaku Ninjatai Gatchaman,"Action, Adventure, Sci-Fi, Shounen",TV,105,7.1,4802
3022,13411,Guilty Crown Lost Christmas,"Action, Drama, Sci-Fi, Super Power",OVA,1,7.1,51604
11209,3771,Nee Chanto Shiyou Yo,Hentai,OVA,5,7.09,6171
11210,2446,Nikuyome Takayanagi Ke No Hitobito,Hentai,OVA,4,7.09,3316
3085,8348,Tengen Toppa Gurren Lagann Parallel Works 2,"Mecha, Music",Music,7,7.09,13361
3086,21781,Tsubasa To Hotaru,"Romance, School, Shoujo",Special,1,7.09,6651
11207,5194,Aneimo,Hentai,OVA,2,7.09,7244
11208,10694,Bloods Inraku No Ketsuzoku 2,Hentai,OVA,2,7.09,7086
3072,10720,Korekuraide Utau,Music,Music,1,7.09,1395
9819,16730,Ojamanga Yamadakun Movie,"Comedy, Slice of Life",Movie,1,7.09,142
3074,1435,Lupin Iii Lupin Vs Fukuseiningen,"Action, Adventure, Comedy, Mystery, Shounen",Movie,1,7.09,4969
3073,3653,Kurogane No Linebarrels,"Action, Mecha, Sci-Fi",TV,24,7.09,30225
3044,3620,Blue Seed Omake,"Comedy, Parody",Special,14,7.09,1952
3045,1014,Chicchana Yukitsukai Sugar Specials,"Comedy, Magic, Shoujo, Slice of Life",Special,2,7.09,3902
3050,32494,Days Tv,"School, Shounen, Sports",TV,24,7.09,49219
3051,7643,Domokun,"Comedy, Kids, Slice of Life",TV,Unknown,7.09,1167
3052,892,Dragon Ball Movie 3 Makafushigi Daibouken,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.09,25740
3066,31670,Kaitou Joker 3Rd Season,"Adventure, Comedy, Mystery, Shounen",TV,13,7.09,1880
3046,1311,Chobits Recap,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1,7.09,29986
3047,4646,Cobra The Animation The Psychogun,"Action, Adventure, Mecha, Sci-Fi, Space",OVA,4,7.09,2843
3049,933,Dai Mahou Touge,"Comedy, Magic, Supernatural",OVA,4,7.09,19555
3048,5031,Cobra The Animation Time Drive,"Action, Adventure, Sci-Fi, Space",OVA,2,7.09,2155
9379,31674,Larva 3Rd Season,Comedy,TV,26,7.09,60
3042,1028,Arete Hime,"Fantasy, Magic",Movie,1,7.09,6042
3091,14913,Battle Spirits Sword Eyes,"Action, Shounen",TV,29,7.09,987
3057,2717,Ginga Tetsudou Monogatari Eien E No Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",TV,24,7.09,2072
3058,21431,Gokukoku No Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899
3071,17635,Koitabi True Tours Nanto,Romance,Special,6,7.09,7452
3070,4786,Kodomo No Jikan Recap,"Comedy, Ecchi, School",OVA,1,7.09,8228
3069,7593,Kiss X Sis Tv,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,7.09,215361
3087,689,Uta Kata Special,"Drama, Magic",Special,1,7.09,4385
3056,12225,Galaxy Angel S,"Comedy, Sci-Fi",Special,1,7.09,1205
3055,13163,Furusato Saisei Nihon No Mukashibanashi,"Historical, Kids, Supernatural",TV,Unknown,7.09,6820
3053,899,Dragon Ball Z Movie 06 Gekitotsu 100Oku Power No Senshitachi,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.09,55789
3064,10934,Itsuka Tenma No Kuro Usagi Ova,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",OVA,1,7.09,13397
3063,3811,Hoshi No Oujisama Petit Prince,Adventure,TV,39,7.09,736
3061,24261,Hitsugi No Chaika Ova,"Action, Adventure, Comedy, Fantasy, Shounen",OVA,1,7.09,20605
3062,3807,Honoo No Alpenrose Judy Amp Randy,"Drama, Historical, Romance, Shoujo",TV,20,7.09,979
3059,31368,Grisaia No Rakuen Specials,Ecchi,Special,5,7.09,15055
3060,32700,Heart Realize,Music,Music,1,7.09,1626
3067,1457,Key The Metal Idol,"Action, Drama, Mecha, Music, Sci-Fi",OVA,15,7.09,7949
3068,1573,Kishin Douji Zenki,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",TV,51,7.09,5936
3065,598,Jinzou Ningen Kikaider The Animation,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,13,7.09,5881
3054,5072,Dragonaut The Resonance Special,"Action, Mecha, Romance, Sci-Fi, Space",Special,1,7.09,6311
3083,5307,Sora Wo Kakeru Shoujo,"Adventure, Comedy, Sci-Fi, Space",TV,26,7.09,17574
3082,1104,Shinkon Gattai Godannar 2Nd Season,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,7.09,4865
3081,3847,Sekai Meisaku Douwa Hakuchou No Ouji,Fantasy,Movie,1,7.09,809
3084,10821,Suite Precure Movie Torimodose Kokoro Ga Tsunaku Kiseki No Melody,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.09,2874
3080,607,Otogi Juushi Akazukin,"Adventure, Comedy, Fantasy",TV,39,7.09,3847
3079,6884,Ookami To Koushinryou Ii Specials,Fantasy,Special,2,7.09,34903
3077,4051,Net Ghost Pipopa,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen",TV,51,7.09,913
3078,621,Night Walker Mayonaka No Tantei,"Action, Comedy, Horror, Mystery, Vampire",TV,12,7.09,11143
3076,4202,Mokke Specials,"Mystery, Slice of Life, Supernatural",Special,2,7.09,1331
3075,3654,Macademi Wasshoi,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",TV,12,7.09,29401
10534,7955,The Marshmallow Times,Slice of Life,TV,52,7.09,216
10618,12903,Tsushima Maru Sayounara Okinawa,Historical,Movie,1,7.09,120
3090,3829,Anne No Nikki,"Drama, Historical",Movie,1,7.08,3159
3116,3419,Sumomomo Momomo Chijou Saikyou No Yome Specials,"Comedy, Ecchi, Martial Arts, Romance",Special,2,7.08,7082
3089,311,Ace Wo Nerae,"Drama, Romance, School, Shoujo, Sports",TV,26,7.08,3945
3115,1568,Sumomomo Momomo Chijou Saikyou No Yome,"Comedy, Martial Arts, Romance",TV,22,7.08,31385
3114,1584,Stratos 4 Advance Kanketsuhen,"Comedy, Military, Sci-Fi",OVA,2,7.08,1876
3112,30375,Starmyu,"Music, School, Slice of Life",TV,12,7.08,21032
3113,33033,Starmyu Ova,"Music, School, Slice of Life",OVA,2,7.08,2447
3101,5534,Hai Akko Desu,"Romance, Slice of Life",TV,164,7.08,296
3104,5039,Kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,7.08,52145
3111,8767,Shin Tenchi Muyou Specials,"Comedy, Romance, Sci-Fi, Shounen",Special,6,7.08,2233
3110,3751,Sekai Meisaku Douwa Mori Wa Ikiteiru,"Fantasy, Kids",Movie,1,7.08,926
3109,21027,Saibi,"Drama, Psychological, Thriller",Movie,1,7.08,1747
3108,162,Pita Ten,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,7.08,16047
3107,20871,Nissan Serena X One Piece 3D Mugiwara Chase  Sennyuu Sauzando Saniigou,"Comedy, Fantasy, Shounen",Special,1,7.08,5123
3106,2017,Mermaids Scar,"Drama, Fantasy, Horror, Mystery",OVA,1,7.08,3552
3105,1438,Lupin Iii Lupin Ansatsu Shirei,"Action, Adventure, Comedy, Shounen",Special,1,7.08,3006
3102,4876,Hashire Melos,"Action, Adventure, Historical",Movie,1,7.08,1932
3103,20045,Is Infinite Stratos 2  Hitonatsu No Omoide,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.08,27030
8143,8436,Animentary Ketsudan,"Historical, Military",TV,26,7.08,324
8438,23189,Dekoboko Shin Gachou Meian No Shippai,Comedy,Movie,1,7.08,102
11217,6194,Stretta The Animation,Hentai,OVA,2,7.08,5625
11216,32518,Shoujo Kara Shoujo E,Hentai,OVA,Unknown,7.08,1964
3120,9331,Yumekui Merry,"Action, Shounen, Supernatural",TV,13,7.08,89183
3119,1843,Yomigaeru Sora Rescue Wings Special,"Drama, Military, Seinen",Special,1,7.08,1843
3118,1925,Urusei Yatsura Movie 6 Itsudatte My Darling,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.08,2553
3117,2491,Touch Sebangou No Nai Ace,"Drama, Romance, Sports",Movie,1,7.08,1109
3176,32534,Monkey King Hero Is Back,"Adventure, Fantasy, Historical, Martial Arts, Supernatural",Movie,1,7.08,499
3097,984,Dragon Ball Z Saiyajin Zetsumetsu Keikaku,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,2,7.08,21043
3100,30825,Gakkou No Kaidan Kubinashi Rider Shi No Noroi,"Horror, Mystery, Supernatural",Special,1,7.08,2601
3095,32240,Code Geass Boukoku No Akito 4  Nikushimi No Kioku Kara Picture Drama,"Comedy, Ecchi, Military",Special,1,7.08,2188
3094,1049,Cello Hiki No Gauche 1982,"Drama, Fantasy, Kids, Music",Movie,1,7.08,6524
3093,21729,Cardfight Vanguard Legion Matehen,"Action, Adventure, Demons, Game, Shounen",TV,33,7.08,5900
3092,4535,Candy Boy Nonchalant Talk Of The Certain Twin Sisters In Daily Life,"Romance, School, Shoujo Ai",ONA,7,7.08,43338
11215,20849,Oni Chichi 2 Revenge,Hentai,OVA,2,7.08,6423
11214,11321,Nee Summer,Hentai,OVA,2,7.08,7929
11213,29807,Honoo No Haramase Paidol Mystar Gakuen Z The Animation,Hentai,OVA,1,7.08,2254
3096,3116,Dash Yonkurou,"Action, Kids, Shounen, Sports",TV,25,7.08,895
10228,9749,Shin Otokogi,Seinen,OVA,2,7.08,85
10196,33196,Shi Wan Ge Leng Xiaohua Di 3Rd Season,"Comedy, Parody",ONA,Unknown,7.08,144
9673,27943,Nano Invaders,"Action, Adventure, Shounen, Super Power",TV,52,7.08,519
3043,33254,Arslan Senki Tv Ova,"Adventure, Fantasy, Historical, Shounen",OVA,2,7.08,9823
3099,31056,Fatekaleid Liner Prismaillya 2Wei Herz Specials,"Comedy, Ecchi, Magic",Special,5,7.08,9949
3098,1631,Eureka Seven Navigation Rayout,"Mecha, Sci-Fi",Special,1,7.08,8630
11212,16914,Chu Shite Agechau Oshikake Oneesan No Seikou Chiryou,Hentai,OVA,2,7.08,3659
11211,4358,Aniyome Wa Ijippari,Hentai,OVA,2,7.08,7882
3136,30533,Gundam Build Fighters Try Island Wars,"Action, Mecha, Sci-Fi",OVA,1,7.07,3569
3121,2706,Bakusou Kyoudai Lets Amp Go Wgp,"Cars, Shounen, Sports",TV,51,7.07,2378
3144,31138,Overlord Ple Ple Pleiades,"Action, Comedy, Fantasy, Magic",Special,8,7.07,25625
3147,5203,Shin Maple Town Monogatari Palm Townhen,"Fantasy, Slice of Life",TV,44,7.07,589
3146,1260,Saint Seiya Saishuu Seisen No Senshitachi,"Adventure, Sci-Fi, Shounen",Movie,1,7.07,8217
3145,6902,Saikyou Bushouden Sangoku Engi,Historical,TV,52,7.07,1363
3142,632,Mahoromatic End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.07,4783
3143,2751,Miyori No Mori,"Drama, Fantasy, Slice of Life",Special,1,7.07,6273
3123,11285,Blackrock Shooter Tv,"Action, Drama, School, Slice of Life",TV,8,7.07,198991
3122,579,Battle Programmer Shirase,"Comedy, Ecchi, Sci-Fi",TV,15,7.07,22292
3133,3579,Getter Robo,"Action, Mecha, Sci-Fi, Shounen",TV,51,7.07,2938
3139,6293,Koukou Butouden Crows,"Action, School, Shounen",OVA,2,7.07,1509
3138,4205,Kimikiss Pure Rouge Special,"Romance, School",Special,1,7.07,9144
3137,25087,Ie Naki Ko Remi Specials 2001,"Adventure, Drama, Slice of Life",Special,2,7.07,313
3155,18677,Yuusha Ni Narenakatta Ore Wa Shibushibu Shuushoku Wo Ketsui Shimashita,"Comedy, Ecchi, Fantasy, Romance",TV,12,7.07,115338
3135,5217,Goal Fh Field Hunter,"Action, Sports",TV,39,7.07,737
8887,7967,Hiroshima Ni Ichiban Densha Ga Hashitta,"Drama, Historical",Movie,1,7.07,282
3134,10950,Ghost In The Shell Stand Alone Complex  Solid State Society 3D  Tachikoma No Hibi,"Comedy, Mecha, Sci-Fi",Special,3,7.07,3121
3154,15489,Yugioh Zexal Second,"Action, Fantasy, Game, Shounen",TV,73,7.07,11293
3152,9874,Touhou Niji Sousaku Doujin Anime Musou Kakyou,"Fantasy, Magic",OVA,2,7.07,18305
3140,4078,Kyou No 5 No 2 Kagai Jugyou Mizukake,"Comedy, Ecchi, School, Seinen",Special,1,7.07,4623
11219,10280,Uchuu Kaizoku Sara Special,"Hentai, Sci-Fi",Special,1,7.07,2441
3131,127,Gate Keepers,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.07,14582
11218,8039,Oppai No Ouja 48,Hentai,OVA,2,7.07,3815
8623,20243,Gatapishi,"Comedy, Slice of Life",TV,199,7.07,102
3130,10017,Dragon Ball Super Saiyajin Zetsumetsu Keikaku,"Adventure, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,1,7.07,15280
3153,1892,Yat Anshin Uchuu Ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",TV,25,7.07,486
3149,2415,Super Fishing Grander Musashi,"Adventure, Sports",TV,25,7.07,1920
3150,1208,Tatsu No Ko Tarou,"Adventure, Demons, Fantasy, Historical",Movie,1,7.07,1850
3151,2097,Tokumu Sentai Shinesman,"Action, Comedy, Sci-Fi",OVA,2,7.07,1588
3127,12255,Carnival Phantasm Illyajou,"Comedy, Parody",Special,1,7.07,19277
3126,31196,Cardfight Vanguard G Girs Crisishen,"Action, Game, Shounen",TV,26,7.07,3060
3129,8360,Crayon Shinchan Movie 06 Dengeki Buta No Hizume Daisakusen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1346
3132,2165,Gegege No Kitarou 2007,"Comedy, Fantasy, Horror",TV,100,7.07,1656
3124,3407,Blassreiter,"Action, Sci-Fi",TV,24,7.07,55444
3128,8358,Crayon Shinchan Movie 01 Action Kamen Vs Haigure Maou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1999
3125,31105,Buddy Complex Daremo Shiranai Ashita E,"Action, Mecha, Sci-Fi",ONA,1,7.07,987
3148,4810,Shinzou Ningen Casshern,Action,TV,35,7.07,2822
10051,29935,Qin Shiming Yue Zhi Tian Xing Jiu Ge,"Action, Fantasy, Historical, Martial Arts",ONA,3,7.07,194
10131,7698,Sangokushi Daisanbu Harukanaru Taichi,"Action, Historical",Movie,1,7.07,150
3141,1399,Macross 7 Encore,"Action, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",OVA,3,7.07,5616
3180,32468,Nirvana,Music,Music,1,7.06,1760
3173,3019,Lupin Iii Kiri No Elusive,"Action, Adventure, Comedy, Shounen",Special,1,7.06,2693
3172,3281,Kinnikuman Kinnikusei Oui Soudatsuhen,"Action, Comedy, Shounen, Sports",TV,46,7.06,676
3160,13145,Cardfight Vanguard Asia Circuithen,"Action, Adventure, Demons, Game, Shounen",TV,39,7.06,11031
3161,30903,Children Record,Music,Music,2,7.06,745
3162,16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",TV,13,7.06,101266
3163,1151,Dominion,"Comedy, Mecha, Police, Sci-Fi",OVA,4,7.06,7850
3164,9314,Fractale,"Adventure, Fantasy, Sci-Fi",TV,11,7.06,55100
8785,10623,Hayan Maeum Baeggu,Adventure,TV,13,7.06,359
3156,7669,Quotbungaku Shoujoquot Kyou No Oyatsu Hatsukoi,"Comedy, Fantasy, School",OVA,1,7.06,14351
3157,873,Hackroots,"Adventure, Drama, Fantasy, Game, Sci-Fi",TV,26,7.06,50480
3179,1152,New Dominion Tank Police,"Comedy, Mecha, Police, Sci-Fi, Shounen",OVA,6,7.06,5062
3158,9776,Achannel,"Comedy, School, Seinen, Slice of Life",TV,12,7.06,58564
11220,5902,Hyakujitsu No Bara,"Drama, Yaoi",OVA,2,7.06,17362
3159,8,Beet The Vandel Buster,"Adventure, Fantasy, Shounen, Supernatural",TV,52,7.06,9848
11221,32063,Kyonyuu Hitozuma Onna Kyoushi Saimin,Hentai,OVA,Unknown,7.06,2045
11222,741,Sensitive Pornograph,"Comedy, Drama, Hentai, Romance, Yaoi",OVA,1,7.06,27518
11224,19859,Yokujou Bazooka The Animation,Hentai,OVA,1,7.06,2361
3175,9712,Mariaholic Alive,"Comedy, Parody, School, Shoujo Ai",TV,12,7.06,40502
3177,16910,Namiuchigiwa No Muromisan,"Comedy, Fantasy, Slice of Life",TV,13,7.06,25564
3178,12119,Natsuiro Kiseki,"School, Slice of Life, Supernatural",TV,12,7.06,26883
3187,10014,Shouwa Monogatari,"Drama, Historical",TV,13,7.06,3563
3190,1897,Zettai Muteki Raijinoh,"Adventure, Mecha, School, Sci-Fi, Shounen",TV,51,7.06,592
3189,21409,The Idolmster Cinderella Girls 2Nd Anniversary Pv,Music,Music,1,7.06,2408
3191,308,Zettai Shounen,"Drama, Fantasy, Mystery, Sci-Fi, Shounen",TV,26,7.06,11165
3166,5688,Gegege No Kitarou 1968,"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,65,7.06,1276
3167,2916,Genki Bakuhatsu Ganbaruger,"Mecha, Shounen",TV,47,7.06,367
3168,456,Gokujou Seitokai,"Comedy, School, Slice of Life",TV,26,7.06,12234
3169,1180,Hyper Police,"Action, Comedy, Police, Romance, Sci-Fi",TV,25,7.06,4973
3170,10191,Katte Ni Kaizou,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,6,7.06,19904
3171,1637,Kaze To Ki No Uta Sanctus Sei Naru Kana,"Drama, Historical, Romance, Shoujo, Shounen Ai",OVA,1,7.06,6105
3165,11809,Gdgd Fairies,Comedy,TV,12,7.06,2284
3192,2404,Zombieloan,"Action, Horror, Shounen, Supernatural",TV,11,7.06,93637
3174,673,Maihime Specials,Comedy,Special,27,7.06,9210
3182,12281,Rinne No Lagrange Season 2,"Action, Comedy, Mecha, Sci-Fi",TV,12,7.06,19427
3181,25099,Ore Ga Ojousama Gakkou Ni Quotshomin Samplequot Toshite Getssareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.06,77774
3184,12223,Scryed Alteration Ii Quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.06,2438
3185,31374,Shingeki Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",TV,12,7.06,52928
3186,32409,Shinmai Maou No Testament Burst Specials,"Comedy, Demons, Ecchi",Special,5,7.06,3495
11223,13595,Suki De Suki De Suki De The Animation,Hentai,OVA,2,7.06,5108
3188,3174,Sola Specials,"Comedy, Romance, Slice of Life, Supernatural",Special,2,7.06,12223
3183,1710,Rockmanexe,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,56,7.06,19212
3194,8285,Ai No Senshi Rainbowman,"Action, Adventure, Mecha, Sci-Fi",TV,22,7.05,524
3195,1798,Animation Seisaku Shinkou Kuromichan 2,"Comedy, Drama, Parody",OVA,1,7.05,3841
3196,834,Bleach The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,1,7.05,73241
9145,5140,Karaoke Senshi Miketarou,"Kids, Music",TV,20,7.05,159
9272,33878,Kochira Katsushikaku Kameari Kouenmae Hashutsujo Ryoutsu No Asakusa Rinyuuaru Daisakusen  Aa Om,"Comedy, Police",Special,1,7.05,101
11226,13219,Himesama Gentei,Hentai,OVA,2,7.05,4132
11227,12959,Ojousama Yomeiri Kousou,Hentai,OVA,2,7.05,3853
3193,10737,Achannel Achannel,"Comedy, School, Seinen, Slice of Life",Special,11,7.05,12631
3225,789,Shinigami No Ballad,"Drama, Fantasy, Psychological, Supernatural",TV,6,7.05,32297
3227,24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12,7.05,99133
3224,1256,Saint Seiya Jashin Eris,"Adventure, Sci-Fi, Shounen",Movie,1,7.05,10277
3220,1119,Pokemon Celebi Toki Wo Koeta Deai,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.05,58359
3226,14617,Stranger Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,1,7.05,4741
3222,1489,Renkin Sankyuu Magical Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,3,7.05,4684
3223,10572,Rokyubu,"Comedy, Ecchi, School, Sports",TV,12,7.05,46940
3217,19845,Ore No Imouto Ga Konnani Kawaii Wake Ga Nai Sd Chara Ni Yoru Short Movie,Comedy,Special,13,7.05,6311
3216,196,Onegaitwins,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,7.05,59164
3214,4807,Mashin Eiyuuden Wataru 2,"Adventure, Comedy, Mecha",TV,46,7.05,492
3215,2573,Minami No Niji No Lucy,"Adventure, Drama, Slice of Life",TV,50,7.05,742
3213,1400,Macross 7 Movie Ginga Ga Ore Wo Yondeiru,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Movie,1,7.05,5270
3219,34325,Pokemon Xyampz Specials,"Action, Adventure, Comedy, Fantasy, Kids",Special,2,7.05,1454
3211,3318,Kimi Ga Nozomu Eien Next Season,"Drama, Romance",OVA,4,7.05,21064
3212,5235,Live On Cardliver Kakeru,"Fantasy, Game",TV,51,7.05,528
9378,31673,Larva 2Nd Season,Comedy,TV,34,7.05,92
3207,811,Is Pure,"Comedy, Drama, Ecchi, Romance, School",OVA,6,7.05,17276
3206,2749,Heisei Inu Monogatari Bow,"Adventure, Comedy",TV,40,7.05,428
3205,1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",TV,10,7.05,3300
3204,870,Dragon Half,"Comedy, Fantasy, Parody",OVA,2,7.05,11596
3203,22695,Dragon Ball Z Summer Vacation Special,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,1,7.05,4251
3202,502,Dragon Ball Movie 1 Shen Long No Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.05,30279
3201,2595,Dcii Da Capo Ii,"Drama, Ecchi, Romance, School",TV,13,7.05,25225
3200,2172,Crayon Shinchan Movie 15 Arashi Wo Yobu Utau Ketsu Dake Bakudan,"Comedy, Ecchi, Kids, School",Movie,1,7.05,1051
3199,8728,Code Geass Hangyaku No Lelouch  Kiseki No Birthday Picture Drama,"School, Supernatural",Special,1,7.05,18422
3198,1844,Clamp Gakuen Tanteidan,"Action, Comedy, Mystery",TV,26,7.05,7830
3197,2692,Cb Chara Go Nagai World,"Action, Comedy, Parody",OVA,3,7.05,989
3228,10923,Tantei Opera Milky Holmes Summer Special,"Comedy, Mystery, Super Power",Special,1,7.05,5050
3210,143,Kannazuki No Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,12,7.05,42927
3209,6566,Its A Rumic World 50Th Anniversary Weeklyshonen Sunday,"Comedy, Sci-Fi",Special,1,7.05,2087
3208,4935,Ikkyuusan,"Comedy, Historical, Kids",TV,296,7.05,720
3221,1553,Queen Emeraldas,"Action, Adventure, Sci-Fi",OVA,4,7.05,3279
3218,31231,Pokemon The Movie Xyampz Volcanion To Karakuri No Magiana,"Adventure, Fantasy, Kids",Movie,1,7.05,3572
3234,2006,Yugioh 1999,"Adventure, Comedy, Fantasy, Game, Shounen",Movie,1,7.05,26934
11225,29809,3Ping Loversippu Nisai No Sekai E Youkoso The Animation,Hentai,OVA,1,7.05,3541
3229,15673,Tell Your World,Music,Music,1,7.05,2630
3231,30547,Touhou Niji Sousaku Doujin Anime Musou Kakyou Special,"Fantasy, Magic",OVA,1,7.05,2540
3233,5992,Tsuyoshi Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,112,7.05,550
3232,26453,Tribe Cool Crew,"Music, School",TV,50,7.05,3334
3230,1720,To Heart 2 Ova,"Comedy, Drama, Harem, Romance, School",OVA,3,7.05,4754
3243,8624,Digimon Xros Wars,"Action, Adventure, Comedy, Fantasy, Shounen",TV,30,7.04,22723
